pdbid,ligand_cluster_id,protein_cluster_id,combined_cluster_id,partition
2vt3,3628,451,378,train
2vtd,2754,493,236,test
2vte,2754,493,236,test
2vti,3628,893,378,train
2vur,3628,1637,378,train
2vvn,3628,1637,378,train
2vvs,3628,1637,378,train
2vw1,3628,432,378,train
2vwf,3628,455,378,train
2vxa,1220,452,115,val
2vxj,3628,1297,378,train
2vxn,3390,192,319,val
2vyt,3628,421,378,train
2vzr,2655,453,225,train
2w0p,3628,454,378,train
2w0s,3628,438,378,train
2w0x,3628,1497,378,train
2w0z,3628,455,378,train
2w10,3628,455,378,train
2w2i,3628,1419,378,train
2w2u,3628,457,378,train
2w3o,3628,1351,378,train
2w4x,3628,1637,378,train
2w5g,3628,1060,378,train
2w5i,3628,1060,378,train
2w66,3628,1637,378,train
2w67,3628,1637,378,train
2w68,3628,459,378,train
2w70,3628,608,378,train
2w73,3628,348,378,train
2w7y,3628,163,378,train
2w87,2655,453,225,train
2w8j,1402,460,130,val
2w8w,1402,460,130,val
2w92,3628,461,378,train
2w9r,3628,462,378,train
2wa3,3628,1497,378,train
2wa4,3628,1497,378,train
2wa8,3628,462,378,train
2wbb,3628,407,378,train
2wbd,3628,407,378,train
2wca,3628,1637,378,train
2we3,3628,463,378,train
2web,3628,338,378,train
2wec,3628,338,378,train
2wej,3628,1505,378,train
2weo,3628,1505,378,train
2wez,3628,338,378,train
2wf0,3628,338,378,train
2wf1,3628,338,378,train
2wf2,3628,338,378,train
2wf3,3628,338,378,train
2wf5,3628,237,378,train
2wib,3628,465,378,train
2wic,3628,465,378,train
2wj1,2837,103,253,test
2wj2,2837,103,253,test
2wjg,3628,465,378,train
2wji,3628,465,378,train
2wk2,3628,467,378,train
2wkt,3628,466,378,train
2wl4,3628,466,378,train
2wl5,3628,466,378,train
2wly,3628,467,378,train
2wlz,3628,467,378,train
2wm0,3628,467,378,train
2wnc,3628,1550,378,train
2woq,3628,232,378,train
2wp1,3628,1168,378,train
2wq4,3628,468,378,train
2wqp,3312,897,309,train
2wr8,3628,469,378,train
2wsx,3628,470,378,train
2wtx,1724,471,152,train
2wva,1163,585,108,test
2wwj,3628,1419,378,train
2wxp,1696,1176,150,test
2wyf,3628,1297,378,train
2wyi,2892,472,257,train
2wzf,3628,473,378,train
2wzm,3628,474,378,train
2wzs,3628,1501,378,train
2x2i,3628,1209,378,train
2x2r,3489,764,339,test
2x3t,3628,784,378,train
2x4o,3628,568,378,train
2x4r,3628,568,378,train
2x4s,3628,568,378,train
2x4t,3628,568,378,train
2x4u,3628,568,378,train
2x52,3628,784,378,train
2x6w,3628,476,378,train
2x6x,3628,476,378,train
2x6y,3628,476,378,train
2x7x,3628,898,378,train
2x85,3628,476,378,train
2x8z,3628,779,378,train
2x91,3628,779,378,train
2x95,3628,779,378,train
2x96,3628,779,378,train
2x97,3628,779,378,train
2xae,3489,764,339,test
2xaf,3628,771,378,train
2xag,3628,771,378,train
2xah,3628,771,378,train
2xaj,3628,771,378,train
2xaq,3628,771,378,train
2xas,3628,771,378,train
2xb9,2019,59,177,train
2xbp,3628,810,378,train
2xcg,1036,477,95,train
2xcs,5633,478,484,train
2xel,3445,480,328,test
2xfi,3628,338,378,train
2xfj,3628,338,378,train
2xfk,3628,338,378,train
2xg3,3628,1180,378,train
2xg5,1286,481,122,train
2xg9,3628,215,378,train
2xgo,3628,1576,378,train
2xgs,3628,1576,378,train
2xhm,3628,779,378,train
2xi7,3583,482,369,train
2xii,3572,511,364,val
2xiz,3628,1254,378,train
2xk1,3628,484,378,train
2xl2,3628,1263,378,train
2xl3,3628,1263,378,train
2xlc,96,483,14,train
2xm1,3628,1637,378,train
2xm2,3628,1637,378,train
2xo8,3445,480,328,test
2xog,3628,1060,378,train
2xoi,3628,1060,378,train
2xpc,2754,493,236,test
2xqq,3628,831,378,train
2xrw,3628,893,378,train
2xs0,3628,893,378,train
2xs8,3628,485,378,train
2xsb,3628,1637,378,train
2xtk,3628,1029,378,train
2xtn,3628,486,378,train
2xto,3628,486,378,train
2xv1,3628,1109,378,train
2xxn,3628,235,378,train
2xxr,3628,896,378,train
2xxw,3628,896,378,train
2xxx,3628,896,378,train
2xy9,3628,779,378,train
2xyd,3628,779,378,train
2xyr,3628,487,378,train
2xzq,3628,940,378,train
2xzw,3628,810,378,train
2y06,3628,940,378,train
2y07,3628,940,378,train
2y1n,3628,778,378,train
2y2h,3218,490,295,train
2y2i,3218,490,295,train
2y2j,3218,490,295,train
2y2k,3218,490,295,train
2y34,3628,599,378,train
2y36,3628,940,378,train
2y4k,3628,491,378,train
2y4l,3628,491,378,train
2y4s,3628,492,378,train
2y55,3628,484,378,train
2y5l,3628,407,378,train
2y67,2754,493,236,test
2y6s,3628,940,378,train
2y7i,3628,1520,378,train
2y7k,3628,494,378,train
2y7p,3628,494,378,train
2y7w,3628,494,378,train
2y8l,3628,717,378,train
2y8o,3628,1254,378,train
2y8q,3628,717,378,train
2y9g,3628,495,378,train
2y9q,3628,1254,378,train
2ya6,3628,432,378,train
2ya7,3628,432,378,train
2yay,3628,496,378,train
2yaz,3628,496,378,train
2yb0,3628,496,378,train
2ybk,3628,1419,378,train
2ybp,3628,1419,378,train
2ybs,3628,1419,378,train
2yc0,3628,1497,378,train
2yc5,532,947,52,train
2ych,3628,1158,378,train
2yde,3628,1497,378,train
2ydm,3628,779,378,train
2ydo,3628,535,378,train
2ydt,3628,1262,378,train
2ydv,3628,535,378,train
2yg2,2521,497,212,train
2ygu,3494,498,341,train
2yhw,3628,499,378,train
2yhy,3628,499,378,train
2yim,3628,500,378,train
2yiu,207,501,27,train
2yiv,4452,502,419,train
2yjq,3628,503,378,train
2ylc,3628,687,378,train
2yln,3628,806,378,train
2ymd,3628,1550,378,train
2ymt,3628,768,378,train
2yne,2675,793,228,test
2ynn,3628,1263,378,train
2ynr,3628,1110,378,train
2yns,3628,1110,378,train
2yof,3628,438,378,train
2yog,3628,438,378,train
2yoh,3628,438,378,train
2ypi,3390,192,319,val
2ypo,3628,1334,378,train
2ypp,3628,1334,378,train
2yq6,3628,1525,378,train
2z3h,1159,504,106,test
2z4o,3066,736,273,val
2z4r,3628,505,378,train
2z5o,3628,1224,378,train
2z5s,3628,1374,378,train
2z5t,3628,1374,378,train
2z8e,3628,507,378,train
2z94,3628,1104,378,train
2z97,932,508,85,train
2za3,3628,37,378,train
2zas,3628,44,378,train
2zbk,876,509,81,train
2zc9,3628,188,378,train
2zcq,3528,723,351,val
2zcr,3528,723,351,val
2zcs,3528,723,351,val
2zda,3628,188,378,train
2zdk,3628,188,378,train
2zdl,3628,188,378,train
2zdm,3628,188,378,train
2zdn,3628,188,378,train
2zfp,3628,188,378,train
2zfs,3628,188,378,train
2zft,3628,188,378,train
2zg1,3628,261,378,train
2zg3,3628,261,378,train
2zgm,3628,419,378,train
2zgx,3628,188,378,train
2zhd,3628,188,378,train
2zif,3628,127,378,train
2zit,3628,510,378,train
2zkj,3628,1265,378,train
2zlf,3628,1315,378,train
2zns,3628,896,378,train
2zo3,3628,188,378,train
2zof,3628,994,378,train
2zoq,3628,1254,378,train
2zp0,3628,188,378,train
2zpk,3628,940,378,train
2zq0,3628,331,378,train
2zq1,3628,188,378,train
2zq2,3628,188,378,train
2zsc,3367,262,315,test
2zu3,3628,1506,378,train
2zu4,3628,1104,378,train
2zu5,3628,1104,378,train
2zwz,3572,511,364,val
2zx5,3572,511,364,val
2zx6,3572,511,364,val
2zx7,3572,511,364,val
2zx8,3572,511,364,val
2zx9,3572,511,364,val
2zxa,3572,511,364,val
2zxg,3628,1012,378,train
2zy1,3528,723,351,val
2zym,3628,1269,378,train
2zyn,3628,1269,378,train
2zz1,3628,37,378,train
2zz2,3628,37,378,train
2zz6,3628,37,378,train
2zzu,3628,188,378,train
3a1c,3628,512,378,train
3a1d,3628,512,378,train
3a1e,3628,512,378,train
3a1s,3628,465,378,train
3a1t,3628,465,378,train
3a6t,3628,154,378,train
3a9i,3628,514,378,train
3aaq,3628,515,378,train
3abt,3628,771,378,train
3abu,3628,771,378,train
3ad8,2581,516,217,train
3adt,3628,44,378,train
3adu,3628,44,378,train
3adv,3628,44,378,train
3afk,3628,419,378,train
3ag9,3628,1254,378,train
3agl,3628,1254,378,train
3ahn,3628,517,378,train
3aho,3628,517,378,train
3aje,3628,518,378,train
3al3,3628,519,378,train
3alt,3628,1522,378,train
3ap4,3628,1180,378,train
3ap7,3628,1180,378,train
3aqt,3628,520,378,train
3arb,3628,737,378,train
3ard,3628,737,378,train
3are,3628,737,378,train
3arf,3628,737,378,train
3arg,3628,737,378,train
3ask,3628,1371,378,train
3asl,3628,349,378,train
3ati,3628,188,378,train
3atm,3628,188,378,train
3atp,3628,521,378,train
3atu,3628,908,378,train
3atv,3628,908,378,train
3atw,3628,1104,378,train
3au6,3628,1561,378,train
3avz,3628,1104,378,train
3aw0,3628,1104,378,train
3ax5,3628,522,378,train
3axm,3589,523,370,test
3axz,3628,1419,378,train
3ay0,3628,524,378,train
3ay9,3628,908,378,train
3aya,3628,1180,378,train
3ayc,3628,1180,378,train
3ayd,3628,1180,378,train
3b1t,3577,827,366,train
3b1u,3577,827,366,train
3b2q,3628,1407,378,train
3b2t,3628,1254,378,train
3b3s,3628,41,378,train
3b3w,3628,41,378,train
3b50,3628,1534,378,train
3b5j,3628,264,378,train
3b78,3628,510,378,train
3b7r,3628,1012,378,train
3b7u,3628,1012,378,train
3b82,3628,510,378,train
3b8h,3628,510,378,train
3b95,3628,1186,378,train
3b9g,3271,74,301,val
3b9s,3628,1439,378,train
3bar,3628,37,378,train
3bb1,3628,525,378,train
3bbb,3628,178,378,train
3bbf,3628,178,378,train
3bc5,3628,44,378,train
3bcn,3628,1094,378,train
3bcs,3628,166,378,train
3bf1,3628,526,378,train
3bgl,1620,540,144,test
3bgm,3628,568,378,train
3bh3,3628,527,378,train
3bh8,3628,568,378,train
3bh9,3628,568,378,train
3bhb,3628,568,378,train
3bhx,3628,1064,378,train
3bi0,3628,1064,378,train
3bjc,1413,529,131,val
3bkk,3628,779,378,train
3bkl,3628,779,378,train
3bl2,3628,530,378,train
3bl7,2141,1303,188,train
3bl9,2141,1303,188,train
3bpc,3628,940,378,train
3br9,1040,743,96,val
3bra,3628,338,378,train
3bsc,1040,743,96,val
3btr,3628,1110,378,train
3bu1,3317,531,310,train
3bu6,3628,1254,378,train
3bu8,3628,532,378,train
3buf,3628,338,378,train
3bug,3628,338,378,train
3buh,3628,338,378,train
3bum,3628,778,378,train
3bun,3628,778,378,train
3buo,3628,778,378,train
3buw,3628,778,378,train
3bux,3628,778,378,train
3bvb,3066,736,273,val
3bwj,3628,1254,378,train
3bxf,3628,533,378,train
3bxg,3628,533,378,train
3bxh,3628,533,378,train
3bxz,3628,534,378,train
3bze,3628,568,378,train
3bzf,3628,568,378,train
3bzi,3628,157,378,train
3c0z,3628,1151,378,train
3c1n,3628,536,378,train
3c2f,3628,537,378,train
3c2o,3628,537,378,train
3c2r,3628,537,378,train
3c3o,3628,485,378,train
3c3q,3628,485,378,train
3c3r,3628,485,378,train
3c52,3390,1025,319,val
3c6w,3628,349,378,train
3c7n,3628,908,378,train
3c88,3628,547,378,train
3c89,3628,547,378,train
3c8a,3628,547,378,train
3c8b,3628,547,378,train
3c8e,3628,1494,378,train
3c9e,3628,1094,378,train
3cbp,3628,636,378,train
3cct,1620,540,144,test
3ccw,1620,540,144,test
3ccz,1620,540,144,test
3cd0,1620,540,144,test
3cd7,1620,540,144,test
3cda,1620,540,144,test
3cdb,1620,540,144,test
3cde,1040,743,96,val
3cf1,3628,541,378,train
3cfs,3628,996,378,train
3cfv,3628,996,378,train
3cgy,876,542,81,train
3chc,3628,467,378,train
3cho,3628,1012,378,train
3chp,3628,1012,378,train
3chq,3628,1012,378,train
3chr,3628,1012,378,train
3chs,3628,1012,378,train
3cib,3628,338,378,train
3cic,3628,338,378,train
3cid,3628,338,378,train
3cii,3628,737,378,train
3ck7,3628,543,378,train
3ck8,3628,543,378,train
3ckb,3628,543,378,train
3cke,2785,544,244,val
3ckp,3628,338,378,train
3ckr,3628,338,378,train
3ckz,3628,923,378,train
3clp,3628,1546,378,train
3co9,1040,743,96,val
3coj,3628,734,378,train
3cph,3628,545,378,train
3cpj,3628,545,378,train
3cs8,3628,44,378,train
3csl,932,546,85,train
3cvk,1040,743,96,val
3cwj,1040,743,96,val
3cyw,3066,736,273,val
3cyy,3628,1069,378,train
3cyz,3628,692,378,train
3czv,3628,1505,378,train
3d1e,3628,1028,378,train
3d1f,3628,1028,378,train
3d1z,3066,736,273,val
3d20,3066,736,273,val
3d25,3628,568,378,train
3d2e,3628,908,378,train
3d2r,3628,1265,378,train
3d32,3628,1537,378,train
3d3x,3628,547,378,train
3d6o,3628,1060,378,train
3d6p,3628,1060,378,train
3d6q,3628,1060,378,train
3d7b,3628,1060,378,train
3d7d,3628,1064,378,train
3d7g,3628,1064,378,train
3d7h,3628,1064,378,train
3d7k,1163,585,108,test
3d7m,3628,289,378,train
3d8y,3628,1060,378,train
3d8z,3628,1060,378,train
3d9k,3628,549,378,train
3d9l,3628,549,378,train
3d9m,3628,549,378,train
3d9n,3628,549,378,train
3d9o,3628,549,378,train
3d9p,3628,549,378,train
3da9,3628,188,378,train
3dab,3628,1374,378,train
3dba,3628,1348,378,train
3dbs,1696,1176,150,test
3dc3,3628,1505,378,train
3dcq,3628,257,378,train
3dda,3628,547,378,train
3ddb,3628,547,378,train
3dgl,3628,551,378,train
3dgn,3628,551,378,train
3dgo,3628,551,378,train
3dhk,3628,188,378,train
3diw,3628,1493,378,train
3djk,3066,736,273,val
3djo,3628,1060,378,train
3djp,3628,1060,378,train
3djq,3628,1060,378,train
3djv,3628,1060,378,train
3djx,3628,1060,378,train
3dk1,3066,736,273,val
3dla,3628,552,378,train
3dln,3628,896,378,train
3dm6,3628,338,378,train
3dnj,3628,462,378,train
3dnt,3628,553,378,train
3dow,3628,1537,378,train
3doy,1363,291,126,val
3doz,1363,291,126,val
3dp0,1363,291,126,val
3dp1,1363,291,126,val
3dp2,1363,291,126,val
3dp3,1363,291,126,val
3dp9,3272,1427,302,test
3dpo,3628,686,378,train
3drf,3628,1384,378,train
3drg,3628,1384,378,train
3dri,3628,1384,378,train
3ds0,3628,554,378,train
3ds1,3628,554,378,train
3ds3,3628,554,378,train
3ds4,3628,554,378,train
3ds9,3628,547,378,train
3dux,3628,188,378,train
3dvp,3628,831,378,train
3dwb,3628,555,378,train
3dxg,3628,1060,378,train
3dxh,3628,1060,378,train
3dxk,3075,702,275,train
3dyo,3628,818,378,train
3dz2,3628,558,378,train
3dz4,3628,558,378,train
3dz5,3628,558,378,train
3dz6,3628,558,378,train
3dzt,3628,1335,378,train
3e12,3589,559,370,test
3e1r,3628,766,378,train
3e3c,3628,560,378,train
3e51,1040,743,96,val
3e5u,3628,299,378,train
3e73,4236,561,411,train
3e81,3628,562,378,train
3e8u,3628,940,378,train
3e90,3628,1406,378,train
3ebb,3628,563,378,train
3ebh,3628,1012,378,train
3ebi,3628,1012,378,train
3eeb,3628,564,378,train
3efs,3628,1049,378,train
3eg6,3628,1263,378,train
3ehn,3628,565,378,train
3eht,3628,1269,378,train
3ehw,3628,306,378,train
3ehx,3617,336,376,val
3ehy,3617,336,376,val
3eig,3480,920,338,test
3ejp,1918,556,167,test
3ejq,1918,556,167,test
3ejr,1918,556,167,test
3ejs,1918,556,167,test
3ejt,1918,556,167,test
3eju,1918,556,167,test
3eka,2110,566,184,train
3ekp,3066,736,273,val
3ekt,3066,736,273,val
3ekv,3066,736,273,val
3elc,3628,567,378,train
3emh,3628,1263,378,train
3eqs,3628,1374,378,train
3eqy,3628,1374,378,train
3er3,3628,338,378,train
3er5,3628,338,378,train
3ern,3628,567,378,train
3ery,3628,568,378,train
3esj,3628,567,378,train
3eu7,3628,569,378,train
3evc,3628,393,378,train
3evd,3628,393,378,train
3ew2,3367,869,315,test
3ewu,3628,37,378,train
3ewz,3628,37,378,train
3ex2,3628,37,378,train
3ex3,3628,37,378,train
3ex6,3628,37,378,train
3exe,1163,139,108,test
3eyf,3628,737,378,train
3eys,3628,940,378,train
3eyu,3628,940,378,train
3f15,3617,336,376,val
3f16,3617,336,376,val
3f17,3617,336,376,val
3f18,3617,336,376,val
3f19,3617,336,376,val
3f1a,3617,336,376,val
3f33,3628,570,378,train
3f36,3628,570,378,train
3f37,3628,570,378,train
3f38,3628,570,378,train
3f39,3628,570,378,train
3f3a,3628,1041,378,train
3f3c,3628,1041,378,train
3f3d,3628,1041,378,train
3f3e,3628,1041,378,train
3f48,3628,1041,378,train
3f5j,3628,205,378,train
3f5k,3628,205,378,train
3f5l,3628,205,378,train
3f68,3628,188,378,train
3f6g,3628,571,378,train
3f6h,3628,571,378,train
3f70,3628,572,378,train
3f7g,3628,1058,378,train
3f80,3628,1401,378,train
3f81,5445,573,479,train
3f9w,3628,1443,378,train
3f9y,3628,1443,378,train
3fas,3628,896,378,train
3fbr,3628,553,378,train
3fcf,2184,575,192,val
3fci,2184,575,192,val
3fck,2184,575,192,val
3fcl,2184,575,192,val
3fcq,3628,1510,378,train
3fdm,3628,1525,378,train
3fdt,3628,62,378,train
3fe7,3628,1374,378,train
3fea,3628,1374,378,train
3fed,3628,1064,378,train
3ff3,3628,1064,378,train
3ffu,3628,154,378,train
3fgc,1220,578,115,val
3fj7,3567,580,361,train
3fn0,3628,737,378,train
3fq7,1402,583,130,val
3ft2,3628,568,378,train
3ft3,3628,568,378,train
3ft4,3628,568,378,train
3ftq,3628,584,378,train
3fts,3628,1012,378,train
3ftu,3628,1012,378,train
3fuz,3628,896,378,train
3fv3,3628,338,378,train
3fvh,3628,157,378,train
3fvl,3628,617,378,train
3fw4,3628,732,378,train
3fwv,3628,1503,378,train
3fx6,3628,617,378,train
3fzn,1163,585,108,test
3fzy,3628,564,378,train
3g08,3628,737,378,train
3g0b,1137,254,105,test
3g0c,1137,254,105,test
3g0d,1137,254,105,test
3g0i,2356,586,203,train
3g19,3628,462,378,train
3g1d,3628,37,378,train
3g1v,3628,37,378,train
3g2h,3628,166,378,train
3g2i,3628,166,378,train
3g2j,3628,166,378,train
3g2k,3628,166,378,train
3g2l,3628,166,378,train
3g2n,3628,166,378,train
3g2s,3628,98,378,train
3g2t,3628,98,378,train
3g2u,3628,98,378,train
3g2v,3628,98,378,train
3g2w,3628,98,378,train
3g3d,3628,37,378,train
3g3m,3628,37,378,train
3g3r,2789,587,246,test
3g4f,2785,1332,244,val
3g5k,3569,830,363,test
3g5v,3628,940,378,train
3g5y,3628,940,378,train
3g7l,3628,62,378,train
3ga5,3628,898,378,train
3gbe,3628,1241,378,train
3gbq,3628,455,378,train
3gds,3628,1017,378,train
3gdt,3628,37,378,train
3gep,3512,1246,346,test
3gf2,3628,588,378,train
3ggc,3512,1246,346,test
3ggj,3512,1246,346,test
3ggu,3066,736,273,val
3ggw,3628,940,378,train
3ghe,3628,737,378,train
3gi4,3066,736,273,val
3gi5,3066,736,273,val
3gi6,3066,736,273,val
3gjd,3628,1041,378,train
3gjq,3628,176,378,train
3gjs,3628,176,378,train
3gjt,3628,176,378,train
3gkz,3628,914,378,train
3gl6,3628,349,378,train
3gpe,3628,1436,378,train
3gpo,3628,253,378,train
3gqo,3628,253,378,train
3gs6,3628,589,378,train
3gss,3628,0,378,train
3gst,3628,263,378,train
3gv6,3628,62,378,train
3gwx,3628,44,378,train
3gx0,3628,1494,378,train
3gxt,3628,958,378,train
3gxy,3628,591,378,train
3gxz,3628,591,378,train
3gyn,1040,743,96,val
3gzn,1333,592,124,train
3h0s,1273,577,121,val
3h0v,3628,558,378,train
3h0w,3628,558,378,train
3h1z,3628,593,378,train
3h30,3628,893,378,train
3h52,3628,44,378,train
3h5b,3066,736,273,val
3h6z,3628,572,378,train
3h85,3628,894,378,train
3h8c,3628,1094,378,train
3h91,3628,62,378,train
3h9k,3628,550,378,train
3hb4,2826,76,252,train
3hb8,3628,550,378,train
3hdm,3628,1254,378,train
3hdn,3628,1254,378,train
3hfv,3628,596,378,train
3hg1,3628,737,378,train
3hhk,1040,743,96,val
3hik,3628,157,378,train
3hit,3628,156,378,train
3hiv,3628,156,378,train
3hkq,3628,1505,378,train
3hkt,3628,1505,378,train
3hng,3628,1254,378,train
3hp9,3918,597,399,test
3hqh,3628,1500,378,train
3hrf,3628,1254,378,train
3hs4,3628,1505,378,train
3hs8,3628,213,378,train
3hs9,3628,593,378,train
3hu1,3628,541,378,train
3hu2,3628,541,378,train
3hu3,3628,541,378,train
3hv8,3628,600,378,train
3hvh,3175,1088,289,test
3hvi,3175,1088,289,test
3hvj,3175,1088,289,test
3hvk,3175,1088,289,test
3hww,3628,601,378,train
3hy5,2481,974,210,train
3hy9,3628,456,378,train
3hyg,3628,456,378,train
3hzk,3628,940,378,train
3hzm,3628,940,378,train
3hzv,3628,940,378,train
3hzy,3628,940,378,train
3i02,3628,940,378,train
3i1y,3628,83,378,train
3i25,3628,338,378,train
3i3b,3628,818,378,train
3i3d,3628,818,378,train
3i4a,3628,1456,378,train
3i51,3819,602,391,train
3i5r,3628,603,378,train
3i6c,3536,318,354,test
3i6o,3066,736,273,val
3i73,3628,1407,378,train
3i7e,3066,736,273,val
3i8t,3628,1180,378,train
3i90,3628,62,378,train
3i91,3628,62,378,train
3i9g,3628,737,378,train
3ibc,3628,176,378,train
3ies,3628,854,378,train
3iet,3628,940,378,train
3if7,3628,348,378,train
3ifl,3628,940,378,train
3ifo,3628,940,378,train
3ifp,3628,940,378,train
3iiw,3628,607,378,train
3iiy,3628,607,378,train
3ij0,3628,607,378,train
3ij1,3628,607,378,train
3ijh,3628,940,378,train
3ijy,3628,940,378,train
3ikc,3628,940,378,train
3ilq,3628,737,378,train
3ioi,3628,129,378,train
3ip5,3628,203,378,train
3ip8,4122,604,406,val
3ip9,3628,203,378,train
3ipa,3628,203,378,train
3iqg,3628,1421,378,train
3iqh,3628,1421,378,train
3iqi,3628,1421,378,train
3iqj,3628,1283,378,train
3iqq,3628,605,378,train
3iqu,3628,1283,378,train
3iqv,3628,1283,378,train
3isj,3210,590,293,val
3iss,3628,744,378,train
3isw,3628,454,378,train
3iu7,3601,168,373,val
3iub,3210,590,293,val
3iuc,3628,908,378,train
3iue,3210,590,293,val
3iux,3628,1374,378,train
3ivc,3210,590,293,val
3ivg,3210,590,293,val
3ivq,3628,1500,378,train
3ivv,3628,1500,378,train
3ivx,3210,590,293,val
3iww,3628,1064,378,train
3iwy,3628,1374,378,train
3ixj,3628,338,378,train
3ixk,3628,338,378,train
3jdw,3628,606,378,train
3jpx,3628,607,378,train
3jrs,1390,1328,128,val
3juo,3373,903,316,train
3jup,3373,903,316,train
3juq,3373,903,316,train
3jvk,3628,1168,378,train
3jwq,1413,423,131,val
3jyj,3536,318,354,test
3jyr,3628,1269,378,train
3jzg,3628,607,378,train
3jzh,3628,607,378,train
3jzj,3628,659,378,train
3jzo,3628,1374,378,train
3jzp,3628,1374,378,train
3jzq,3628,1374,378,train
3jzr,3628,1374,378,train
3jzs,3628,1374,378,train
3k00,3628,659,378,train
3k02,3628,659,378,train
3k05,3628,734,378,train
3k0h,3628,734,378,train
3k0k,3628,734,378,train
3k15,3628,734,378,train
3k16,3628,734,378,train
3k1j,3628,609,378,train
3k26,3628,607,378,train
3k27,3628,607,378,train
3k3g,4123,610,407,test
3k41,3628,106,378,train
3k48,3628,611,378,train
3k4q,244,612,31,test
3k5i,3628,613,378,train
3k5x,3914,614,398,val
3k7f,2837,103,253,test
3k83,2837,103,253,test
3k84,2837,103,253,test
3k8d,3628,615,378,train
3kac,3536,318,354,test
3kad,3536,318,354,test
3kaf,3536,318,354,test
3kag,3536,318,354,test
3kah,3536,318,354,test
3kai,3536,318,354,test
3kd7,3628,1503,378,train
3kdt,3628,44,378,train
3kdu,3628,44,378,train
3ked,3628,1012,378,train
3ken,3489,764,339,test
3kgp,3628,188,378,train
3khv,3628,188,378,train
3kig,3628,1505,378,train
3kl8,3628,1254,378,train
3krd,3628,620,378,train
3ktr,3628,670,378,train
3kwa,3628,1505,378,train
3kyf,3628,621,378,train
3kyg,3628,622,378,train
3kyq,3628,623,378,train
3kze,3628,957,378,train
3l0k,3628,37,378,train
3l0n,3628,37,378,train
3l13,1696,1176,150,test
3l16,1696,1176,150,test
3l17,1696,1176,150,test
3l1n,3628,1167,378,train
3l3n,3628,779,378,train
3l3q,3628,1110,378,train
3l3x,3628,44,378,train
3l3z,3628,44,378,train
3l58,3628,338,378,train
3l6f,3628,179,378,train
3l6h,3361,624,312,test
3l6x,3628,826,378,train
3l79,3628,166,378,train
3l7a,3628,166,378,train
3l7b,3628,166,378,train
3l7c,3628,166,378,train
3l7d,3628,166,378,train
3l81,3628,894,378,train
3lcu,3628,625,378,train
3lcv,3628,625,378,train
3ldp,3628,908,378,train
3ldq,3628,908,378,train
3le8,3210,590,293,val
3lf0,3628,810,378,train
3lgl,3628,374,378,train
3lhs,2520,626,211,train
3li2,2520,626,211,train
3ljj,3628,188,378,train
3ljo,3628,188,378,train
3ljt,3628,456,378,train
3lk1,3628,605,378,train
3lk8,3617,336,376,val
3lkz,3628,393,378,train
3ll8,3628,628,378,train
3llm,3628,629,378,train
3lm1,3628,256,378,train
3lnj,3628,1374,378,train
3lnk,3628,338,378,train
3lnz,3628,1374,378,train
3loo,3628,311,378,train
3lp4,3628,1401,378,train
3lp7,3628,1401,378,train
3lpi,3628,338,378,train
3lpj,3628,338,378,train
3lpk,3628,338,378,train
3lpl,2785,417,244,val
3lpr,3628,1652,378,train
3lqi,3628,631,378,train
3lqj,3628,631,378,train
3lrh,3628,914,378,train
3lvw,3628,632,378,train
3lxo,3628,1060,378,train
3lzs,3066,736,273,val
3lzu,3066,736,273,val
3lzv,3066,736,273,val
3lzz,3628,633,378,train
3m17,3628,568,378,train
3m2u,4158,634,408,train
3m3c,3628,419,378,train
3m3e,3628,419,378,train
3m3o,3628,419,378,train
3m3r,3628,635,378,train
3m3z,3628,908,378,train
3m53,3628,636,378,train
3m54,3628,636,378,train
3m55,3628,636,378,train
3m56,3628,636,378,train
3m57,3628,636,378,train
3m58,3628,636,378,train
3m59,3628,636,378,train
3m5a,3628,636,378,train
3m6p,3569,830,363,test
3m6q,3569,830,363,test
3m6r,3569,830,363,test
3m89,3628,637,378,train
3m8u,3628,1384,378,train
3mag,3472,15,336,train
3mam,3361,184,312,test
3mbp,3628,1269,378,train
3me9,3628,639,378,train
3mea,3628,639,378,train
3met,3628,639,378,train
3meu,3628,639,378,train
3mfv,3628,1401,378,train
3mfw,3628,1401,378,train
3mg0,3628,651,378,train
3mg4,3628,651,378,train
3mhc,3628,1505,378,train
3mi3,3628,514,378,train
3mj5,1946,640,169,train
3mkn,3031,369,270,train
3ml4,3628,641,378,train
3ml5,3628,1505,378,train
3mle,3628,1450,378,train
3mn8,2636,73,224,train
3mo8,3628,642,378,train
3mp1,3628,1269,378,train
3mp6,3628,1269,378,train
3mqf,3628,166,378,train
3mrt,3628,166,378,train
3mrv,3628,166,378,train
3mrx,3628,166,378,train
3ms2,3628,166,378,train
3ms4,3628,166,378,train
3ms7,3628,166,378,train
3msc,3628,166,378,train
3mss,3628,1254,378,train
3mt7,3628,166,378,train
3mt8,3628,166,378,train
3mt9,3628,166,378,train
3mta,3628,166,378,train
3mtb,3628,166,378,train
3mtd,3628,166,378,train
3mtw,3628,643,378,train
3muf,689,645,66,test
3muk,3628,1168,378,train
3muz,3628,818,378,train
3mv0,3628,818,378,train
3mwe,3628,1603,378,train
3mxc,3628,1152,378,train
3mxd,3066,736,273,val
3mxe,3066,736,273,val
3mxy,3628,1152,378,train
3my1,3628,1254,378,train
3my5,3628,893,378,train
3mzc,3628,1505,378,train
